facebook.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
emailfinder.com,ok,https://www.peoplesmart.com/email-lookup-search//content-assets/images/solutions/img-ps-logo.svg,143.6669474264281
appsgeyser.com,ok,https://appsgeyser.com/img/ogimage.png,58.38796663844665
balsamiq.com,ok,https://balsamiq.com//assets/balsamiq_logo_small_gray.png,231.00875973613637
adgooroo.com,ok,https://www.adthena.com/wp-content/uploads/2022/06/logo-volvo.svg,2816.3952257886485
windstream.net,ok,https://portal-static.imds-cdn.com/images/windstream-gen4/icons/apple-touch-icon-180.png,74.46624994064214
5linx.net,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
conversocial.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
mooo.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
leadbolt.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
advantech.com.tw,ok,https://www.advantech.tw//css/css-img/advantech-logo-notagl.svg,132.0529441521278
cordlessworkz.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
101domain.com,ok,https://www.101domain.com/images/101domain/101domain-logo.svg,337.1765757854035
onlinehome.us,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
maxmind.com,ok,https://blog.maxmind.com/images/2021/09/demyst.svg,1310.9455732770202
mojo-themes.com,"Failed, this website is off or blocked our connection"
afternic.com,ok,https://www.afternic.com///seal-central-northern-western-arizona.bbb.org/seals/blue-seal-96-50-godaddycomllc-22000169.png,299.7000267184583
roadrunner.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
phonedog.com,ok,https://news.wirefly.com//sites/news.wirefly.com/themes/phonedog/images/icons/play-button-outline.png,461.054622492471
connectify.me,ok,https://connectify.me/wp-content/uploads/pcworld.png,299.0265496508697
dynadot.com,ok,https://www.dynadot.com//icon_android.png,137.8916294084739
techwyse.com,"Failed, this website is off or blocked our connection"
tiptopwebsite.com,ok,https://tiptopwebsite.com/img/logo.png,76.22561810270533
technobuffalo.com,ok,https://www.technobuffalo.com/sites/technobuffalo.com/files/styles/w400h225crop/public/field/image/2020/01/stone-and-beam-kristin-sectional-sofa-hero.jpg,658.5716146973873
socialgo.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
dishlatino.com,"Failed, this website is off or blocked our connection"
startlogic.com,ok,https://www.register.com/content/dam/register/target/mktg-13867/web-logo.png,159.17968787168832
alaskacommunications.com,"Failed, this website is off or blocked our connection"
androidpolice.com,"Failed, this website is off or blocked our connection"
avea.com.tr,"Failed, this website is off or blocked our connection"
us.com,ok,https://us.com/img/title.png,32.060738412025
webatu.com,"Failed, this website is off or blocked our connection"
t-mobile.pl,ok,https://www.t-mobile.pl//c/binaries/content/gallery/tmobile/homepage/nowy/quick-links/nowa-umowa.svg,200.68665911414206
ctia.org,ok,https://www.ctia.org//favicons/mstile-310x310.png,147.9700860025
dyndns.org,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
prankdial.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
sync2.com,ok,https://www.sync2.com//Content/images/features/Synchronize-Outlook-Contacts-Folder-with-Google-Contacts.svg,288.286472435065
zamzar.com,ok,https://www.zamzar.com//images/daimler-logo.png,546.7427021589417
progrexion.com,ok,https://www.progrexion.com//assets/images/efolks-our-consumer-brands.png,75.29595661218298
idnes.cz,ok,https://www.idnes.cz///1gr.cz/fotky/idnes/22/084/nesd/JIR95c753_hlavicka_sph_ukrajina_zlom.jpg,18.965453510246437
voltage.com,ok,https://pnx-assets-prod.s3.amazonaws.com/2022-02/bg_2_4_25.png,156.74295625869064
avispl.com,ok,https://avispl.com/wp-content/uploads/2021/10/google-logo-png-transparent-background-large-new.png,3500.33003851155
360cities.net,"Failed, this website is off or blocked our connection"
pennytalk.com,ok,https://dnp2yarqun8ek.cloudfront.net/Content/images/ptus/1.jpg,11.916005353082731
atlanticbt.com,ok,https://assets.atlanticbt.com/content/uploads/2018/06/TrainingIndustry.png,1158.1110022238743
thesslstore.com,ok,https://www.thesslstore.com//content/images/cmd-positivessl-logo.svg,198.7792141381082
qualityunit.com,ok,https://www.qualityunit.com//img/companies/logo-trustpay.png,334.4782854961658
ez.no,ok,https://www.ibexa.co:443//assets/images/ibexa_logo.svg,161.66881503440828
boxwave.com,ok,https://images.boxwave.com/device/lenovo_tab_m10_fhd_plus__2nd_gen__120.jpg,9.177821939228838
e-monsite.com,ok,https://www.e-monsite.com/medias/site/logos/logo-e-monsite-portail.png,93.02247376870585
luxsci.com,ok,https://djrufvackyewl.cloudfront.net/s3/design2018/logo.png,108.14172310548837
pixelcrayons.com,ok,https://www.pixelcrayons.com/common/images/opne-graph.png,308.6586378343259
serverintellect.com,"Failed, this website is off or blocked our connection"
hamradiolicenseexam.com,ok,http://www.hamradiolicenseexam.com//images/ham-test-online-logo.png,33.82906476474399
hsselite.com,ok,https://www.hotspotshield.com//imgs/hss-full-logo-light.svg,706.135615594956
jsu.edu,ok,https://www.jsu.edu///www.jsu.edu/_common/_redesign/_files/images/logo/logo-print.png,972.0226246943973
codecademy.com,ok,https://images.codecademy.com/social/logo-codecademy-social.png,220.01656878457618
rambler.ru,ok,https://static.rambler.ru/icons/header/v2/logo/head.svg,148.61184902939613
appnovation.com,ok,https://www.appnovation.com//sites/default/files/2019-06/ClientLogo_Technicolor.svg,495.93464996643445
bigtent.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
tut.by,"Failed, this website is off or blocked our connection"
hover.com,ok,https://www.hover.com//packs/src/application/images/common/hv-logo-2020-e535dce1f67e9a648643e23cac750002.svg,57.140085798164165
deviceanywhere.com,"Failed, this website is off or blocked our connection"
websitetoolbox.com,ok,https://cdn.websitetoolbox.com/images/favicon/favicon-32x32.png,214.765512225
shopgate.com,ok,https://25386583.fs1.hubspotusercontent-eu1.net/hubfs/25386583/harbor-freight-icon-logo-vector-1.svg,956.7193552100463
fortumo.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
highervisibility.com,ok,https://cdn-bnbkg.nitrocdn.com/fHTUSkGzNpMecGZasGsrEZDrbMjRPuVx/assets/static/optimized/rev-a3372fb/wp-content/uploads/2018/01/google-partner.png,621.3524758124505
hellofax.com,ok,https://app.hellosign.com/images/webflow/hellfoax-webclip.png,447.2695808787416
searchmarketing.com,"Failed, this website is off or blocked our connection"
magicjack.com,ok,https://www.magicjack.com/account/mjLandingpages.do?page=index/mj/common/img/mj-logo.jpg,77.1005022922959
actiance.com,ok,https://www.smarsh.com//media/smarsh-logo-new.svg,925.6263240603846
mts.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
differencebetween.net,ok,http://cdn.differencebetween.net/wp-content/uploads/2022/08/Difference-Between-HomePod-Mini-and-Google-Home-Mini-150x150.png,1478.9792973013575
toucharcade.com,ok,https://toucharcade.com/styles/default/xenforo/logo.og.png,555.5700000002673
searchbug.com,ok,https://www.searchbug.com//images/signin_linkedin.png,402.28670757483746
ipevo.com,ok,https://s3-us-west-1.amazonaws.com/assets.ipevo.com/meta/ogImage-logo.png,121.45651490225
scosche.com,ok,https://www.scosche.com/media/wysiwyg/new-home-page/about-mob-img_3x_1_.png,223.30057150030478
mongoosemetrics.com,"Failed, this website is off or blocked our connection"
irise.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
goo.ne.jp,ok,https://www.xgoo.jp/top2018/public/img/uranai/top/pc/icon_aries.png,260.969646318314
emarketer.com,ok,https://publicsite-wordpress-storage.insiderintelligence.com/wp-content/uploads/2022/08/19141157/Reuters_Logo.svg,270.28737760284844
hotmail.com,ok,https://logincdn.msauth.net/16.000.29527.2/images/Windows_Live_v_thumb.jpg,43.032598768396326
cellhut.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
oversee.net,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
answernet.com,ok,https://answernet.com/wp-content/uploads/2021/04/cropped-cropped-AnswerNet-white-logo-hi-res_with-OUTLINE-1.png,2147.7783559719364
wirelesszone.com,ok,https://wirelesszone.com/wp-content/uploads/2022/04/SamsungA53_Offers.png,293.30085950580417
link-assistant.com,ok,https://cdn1.link-assistant.com/thumbs/w514-c1/images/home/screen-04.png,1093.201492813344
openxcell.com,ok,https://www.openxcell.com/wp-content/themes/OpenXcell/assets/images/favicon/favicon-16x16.png,1231.8016574000003
101phones.com,"Failed, this website is off or blocked our connection"
pchome.com.tw,ok,https://w6.pchome.com.tw/img/logo/logo_rakuya_2021_dark.svg,1271.6676271609417
allwebcodesign.com,ok,https://allwebcodesign.com/sites/homepage-responsive-DM.png,6.037111066333109
brinkster.net,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
pku.edu.cn,ok,https://www.pku.edu.cn//pku_logo_red.png,39.76225000000001
biglobe.ne.jp,ok,https://www.biglobe.ne.jp/i/startpage/210524_startpage_bnr.png,106.19749285976921
aricent.com,"Failed, this website is off or blocked our connection"
spoofcard.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
cmworks.com,ok,https://www.columbusmckinnon.com/globalassets/logos/yale/yale-black.svg,427.82897258665673
jobvertise.com,ok,https://seal-chicago.bbb.org/logo/ruhzbum/jobvertise-88257852.png,167.24266202804898
brafton.com,ok,https://www.brafton.com/wp-content/uploads/2022/08/seo-for-travel-websites-hero.jpeg,1588.60414113973
tigo.com.gt,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
onebox.com,ok,https://www.ereceptionist.co.uk/geo/onebox/images/default-source/logos/mobile-header-logo.png,387.0558126047903
uservoice.com,ok,https://assets.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73cf95e2282f_logo-redshift.svg,541.1639428362477
atmail.com,ok,https://www.atmail.com/wp-content/uploads/2021/04/cropped-cropped-Atmail_logo_BLACK_WEB_icon-270x270.png,340.52029394011004
midcocomm.com,"Failed, this website is off or blocked our connection"
vocalcom.com,ok,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/icon/logo.svg,1017.4050231241466
kabeldeutschland.de,ok,https://zuhauseplus.vodafone.de//static/img/doubleModule/gigakombi.jpg,95.640966274468
ocn.ne.jp,ok,https://www.xgoo.jp/top2018/ocn_important_info/loungedgoo260-152_0831.png,195.76605830142088
ducttapemarketing.com,ok,https://149781471.v2.pressablecdn.com/wp-content/uploads/2022/08/13636-DTM-Site-Redesign-V3-Homepage_Stock-16.png,921.0059261342875
online.de,"Failed, this website is off or blocked our connection"
maktoob.com,ok,https://s.yimg.com/uu/api/res/1.2/90rAtli6vvOhqyxERdDpUw--~B/Zmk9c3RyaW07aD0yODQ7cT04MDt3PTUzNjthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/am/60d/da48fd05f7bdb28723debd6baf54a645.cf.jpg,265.2956850950385
mylikes.com,"Failed, this website is off or blocked our connection"
gototraining.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
wordtracker.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
appappeal.com,"Failed, this website is off or blocked our connection"
mail.ru,ok,https://mail.ru///limg.imgsmail.ru/splash/v/i/logo_2021-fp-5f22369bd6.png,726.7210106644804
webspawner.com,"Failed, this website is off or blocked our connection"
shop-pro.jp,ok,https://static-www.shop-pro.jp/img/top/logo_ninnaji.jpg,262.7442324729012
padandquill.com,ok,https://www.padandquill.com/media/favicon/stores/1/favicon.png,243.0470765399932
kunocreative.com,ok,https://www.kunocreative.com/hs-fs/hubfs/kuno-2017/images/block-img4.jpg?width=395&amp;height=367&amp;name=block-img4.jpg,825.7366614942355
cardosystems.com,ok,https://www.cardosystems.com/wp-content/uploads/2022/06/KTM-Home-Banner-1.jpg,1189.1275483127183
clickworker.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
onesimcard.com,ok,http://www.onesimcard.com//images/25th_anniversarry_logo_flat.svg,76.08084595828899
siemon.com,ok,https://www.siemon.com//ResourcePackages/Siemon/assets/dist/images/template/logo-2x.png,682.6949905715476
movistar.com.pe,ok,https://www.movistar.com.pe/o/canalonline-movistar-peru-theme/images/iconos/logo-telefonica.png,219.97557246118828
peerfly.com,ok,https://peerfly.com//new/static/img/logos/target.png,314.3918358333462
oxygenxml.com,ok,https://www.oxygenxml.com//img/logoAllEvents.png,185.6730046941853
infinera.com,ok,https://www.infinera.com//wp-content/themes/infinera/img/logo-header-100px.png,640.3236491877266
wowslider.com,ok,https://wowslider.com/images/data/images/slide2.png,112.36132556435065
voodoo.com,"Failed, this website is off or blocked our connection"
hongkiat.com,ok,https://www.hongkiat.com/blog/wp-content/uploads/cropped-hkdc-avatar-270x270.png,471.5611460287969
i9sports.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
dsstyles.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
indianic.com,ok,https://dcdh7ea8gkhvt.cloudfront.net/wp-content/themes/indianic/assets/images/homepage/indianic-mb-white-logo.svg,1546.9384340859754
mailinator.com,ok,https://www.mailinator.com//site/wp-content/uploads/2021/04/Mailinator-Logo-White.png,232.58428904522242
gelaskins.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
boostability.com,ok,https://www.boostability.com/wp-content/uploads/2020/12/h-long-home_search-sessions-clayton-hunter-googleads_mobile-min.png,1287.3324734530795
edmundsassoc.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
keku.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
sonetel.com,ok,https://sonetel.com/wp-content/uploads/2019/09/home-page-featured-image.png,20.010099619597227
x10.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
ahrefs.com,ok,https://static.ahrefs.com/static/assets/static/ahrefs-logo-8b1ac30fdccbb84b3da69d159b5914ca.jpg,306.38551115610767
wildblue.com,"Failed, this website is off or blocked our connection"
eurodns.com,ok,https://www.eurodns.com//assets/images/logos-companies/eurodns-logo-white.svg,79.20634404727213
mysimplemobile.com,"Failed, this website is off or blocked our connection"
mobilestorm.com,ok,https://spectrummessaging.com/wp-content/uploads/2022/08/cv-sdvosb.png,271.8457448201514
mynewsletterbuilder.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
wilsonelectronics.com,ok,https://assets.wilsonelectronics.com/m/44611fa9ba9e1e11/original/homepage-tile-weboost-logo.png,382.783021398199
lolipop.jp,ok,https://lolipop.jp/img/common/footer_ppb_logo.svg,676.2106176427525
telefonica.com,ok,https://www.telefonica.com/es/wp-content/uploads/sites/4/2021/11/flecha-arriba-derecha.svg,92.40506210483156
8m.com,"Failed, this website is off or blocked our connection"
symanteccloud.com,ok,https://www.broadcom.com/media/blt4ac44e0e6c6d8341/blt7d7b0e53e6cf50c5/604f5d64136abc47c40782a2/sed_email_security_cloud-circle.png,41.95191655699
sungardas.com,ok,https://www.sungardas.com/hs-fs/hubfs/Solutions_HeroImage.jpg?width=232&amp;height=120&amp;name=Solutions_HeroImage.jpg,514.402991149454
x10.mx,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
freedomsoft.com,ok,https://freedomsoft.com/wp-content/uploads/2022/06/1280px-Zapier_logo.svg_-1024x469.png,1361.7824422297438
000webhost.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
fax.com,ok,https://www.fax.com/wp-content/uploads/2022/04/logo.png,279.26710309534394
kozzi.com,ok,https://kozzi.com/wp-content/uploads/2022/03/KOZZI-Dan-Kosmayer-Creation-TM.jpg,218.8774957645954
dnsmadeeasy.com,ok,https://assets-global.website-files.com/6019c2730025bb47a28f7167/601d48a05c58402e2d9ea804_Group%2059.svg,1350.322669908361
hostpapa.com,ok,https://www.hostpapa.com/app/uploads/2022/04/pcmag-01.svg,1456.1322159770643
cellebrite.com,ok,https://cellebrite.com/wp-content/themes/cellebrite/assets/images/cellebrite-logo-light.svg,323.1450780561238
contactology.com,ok,https://try.campaigner.com/wp-content/uploads/2022/01/capterra-rating-yellow-visual.png,1607.5562341400191
brightlocal.com,ok,https://www.brightlocal.com/wp-content/themes/brightlocal-2021/dist/images/trustpilot-star-green.svg,988.8494998202206
offervault.com,ok,http://www.offervault.com//img/logo.png,110.03983603951083
hosting.com,ok,https://www.ntirety.com/wp-content/uploads/2022/07/Rising-globa-tensions-Blog-300x157.png,708.6787766324178
onetouch.com,ok,https://www.onetouch.com//sites/onetouch_us/files/2020-09/logbook%20promo_0.png,507.52816563902155
gmx.es,ok,"https://i0.gmx.com/gcom/348/11397348,pd=1,f=teaser-card-s/julen-lopetegui-entrenador-del-sevilla.jpg",516.6262038864152
gosquared.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
websitepulse.com,ok,https://www.websitepulse.com//images/logo-seat.png,157.63592074175278
ic.cz,ok,https://client.ic.cz//templates/webhoster2/assets/images/gallery/client_8.png,314.59635828912377
cyberchimps.com,ok,https://cdn.cyberchimps.com/wp-content/uploads/2021/01/Responsive-Gutenberg-Addons.jpg,1953.1999860833835
slickwraps.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
ocnk.net,ok,https://blog.ocnk.net/blog/wp-content/uploads/2021/08/cartabd_image-150x150.png,65.30684222281702
pingo.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
zing.vn,ok,https://znews-photo.zingcdn.me/Uploaded/tmuitg/2022_08_30/CNTraveler.jpg,142.28501327143454
stackideas.com,ok,https://stackideas.cachefly.net/templates/delta/images/home-2019/bg-hero.jpg,244.69130745276743
linksynergy.com,"Failed, this website is off or blocked our connection"
zixcorp.com,ok,https://zix.com//themes/custom/zix/logo.png,156.4727085522501
handhelditems.com,"Failed, this website is off or blocked our connection"
powweb.com,ok,https://www.register.com/content/dam/register/target/mktg-13867/web-logo.png,148.09596830005546
listbox.com,ok,https://www.listbox.com/lb-logo.png,54.211497318889414
cloudsolutions.co.uk,ok,https://cts.co/hs-fs/hubfs/cts-logo-1.png?width=69&amp;name=cts-logo-1.png,1164.7229650017946
pagesjaunes.ca,ok,https://ssmscdn.yp.ca/image/external/ypui_d_st_hp_tb/https/static.cms.yp.ca/ecms/media/1/5-simple-ideas-for-sprucing-up-your-kitchen-1468427145-600x360-1468427208.jpg,87.01117660305445
baydin.com,ok,https://www.baydin.com/img/LifeHacker_Logo.png,201.0186181005357
drippler.com,"Failed, this website is off or blocked our connection"
dataviz.com,ok,https://dataviz.com/wp-content/uploads/2019/03/image001-150x150.png,554.9542178435481
studyabroad.com,ok,https://www.studyabroad.com/sites/all/themes/sab_bootstrap/images/sab-logo.png,246.28836289897225
mobileread.com,ok,https://www2.mobileread.com/i/mr/misc/logo.png,176.19685337685715
pinpointe.com,ok,https://www.pinpointe.com/wp-content/uploads/pinpointe-logo-notag1.png,460.6589721620959
wiggio.com,"Failed, this website is off or blocked our connection"
heliohost.org,ok,https://heliohost.org//images/hh_225x170.png,6.8690427339452
digitaljournal.com,ok,https://www.digitaljournal.com/wp-content/uploads/2022/08/5958171d3ac121d31c270d1c9566db0af1638a5f-100x100.jpg,2851.4992545032983
whatclinic.com,ok,https://cdn.whatclinic.com/static/latest/images/countries/flags/medium/br.png,37.683065229002125
rockettheme.com,ok,https://rockettheme.com//images/front/doc-promo.png,7.244358892726925
drupalgardens.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
etfdailynews.com,ok,https://www.etfdailynews.com/wp-content/uploads/2022/03/etf-daily-news-logo-02.png,407.0952926905907
covario.com,"Failed, this website is off or blocked our connection"
northstate.net,ok,https://www.northstate.net/wp-content/uploads/2022/04/GettyImages-1166432639-color-1024x569-1.jpg,249.8115839059516
simplehelix.com,ok,https://simplehelix.com/wp-content/uploads/2021/10/Prepping-for-CMMC-in-2022-Thumbnail.jpg,943.2555000197736
flurry.com,ok,https://s.yimg.com/oo/cms/products/flurry/images/noSVG/FlurryLogo_63a2fcf4b.png,103.86028981361996
uk2.net,ok,https://www.uk2.net/assets/images/meta/brand-media-share-card.png,228.42633944259998
whmcs.com,ok,https://www.whmcs.com/assets/images/logos/whmcs-logo-sm-inverse-blue.png,1143.8338387787019
neuf.fr,ok,https://static.s-sfr.fr/media/Fixe/MEA/Home Page/Accord̩on/17836_visuel_logo.svg,147.74032153607152
blurbpoint.com,ok,https://www.blurbpoint.com/wp-content/uploads/2021/01/londondermatology-case-slider-home.png,875.0646978164951
sogosurvey.com,ok,https://www.sogolytics.com/wp-content/uploads/2022/07/IconLogo-fav.svg,1530.2321916600001
weaknees.com,ok,https://www.weaknees.com//images/edge/edge-main-150.jpg,4.864153762625636
thebigboss.org,ok,http://thebigboss.org//irclogo.png,66.99267186709281
portent.com,ok,https://www.portent.com/images/2021/01/Hitachi-Logo-small-150x89.jpg,6449.327376146485
pcb.com,ok,https://www.pcb.com//contentstore/MktgContent/web2a/img/PCB-Logo-2020.png,143.08231324615383
bravehost.com,ok,https://assets.bravenet.com/braveuistatic/img/apps/www.bravenet.com/src/assets/img/shared/bravenet-footer-logo.png,146.83366011514988
sudokuprofessor.com,ok,https://eidf2b4q3r9.exactdn.com/wp-content/plugins/bb-ultimate-addon/modules/uabb-devices/includes/svg/desktop.svg,174.0779341045291
activecampaign.com,ok,https://www.activecampaign.com/wp-content/uploads/2022/08/MarketingAutomation.png,1298.6314405763203
onlinephonestore.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
eatel.com,ok,https://letsrev.com/wp-content/uploads/2021/11/logo.png,426.4317482163045
tether.com,ok,http://tether.com/wp-content/themes/Tether%20WP%20Theme%20V2/_media/images/branding/twitter.jpg,835.8470212687187
voipsupply.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
piwik.org,ok,https://m-img.org/spai/q_lossless+ret_img+to_webp/https://static.matomo.org/wp-content/uploads/2018/11/cropped-DefaultIcon-180x180.png,309.1777734979069
nana10.co.il,ok,https://13tv.co.il//assets/images/logo-header-transparent.png,229.20283662051747
4team.biz,ok,http://www.4team.biz//i/color1/backup-and-migration.png,367.7014226541567
entireweb.com,ok,https://www.entireweb.com/favicon-16x16.png,50.131625379
gosphero.com,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
iana.org,"Failed, this website probably use a svg/css html element on logo or blocked our connection"
lunametrics.com,ok,https://www.bounteous.com/public/static/02177c2e446f26d38740f0516ca5236a/a6352/20210316-press-released-image-bounteous-included-in-the-2021-gartner-magic-quadrant-report-website-v01.jpg,1231.254724282556
